id_review,review_text,relative_date,review_date,retrieval_date,rating,username,n_review_user,url_place,name_place
ChZDSUhNMG9nS0VJQ0FnSURCcEtHREFnEAE,,Hace 2 años,2023-08-07 09:33:32.510189,2025-08-06 09:33:32.510189,5,Carlos Ortega Yong,12,"https://www.google.com/maps/place/Universidad+de+Lima/@-12.072067,-77.0307901,13z/data=!4m10!1m2!2m1!1suniversidad+de+lima!3m6!1s0x9105c7b2985b2f5d:0xc55a9050acb093fc!8m2!3d-12.0844624!4d-76.9713278!15sChN1bml2ZXJzaWRhZCBkZSBsaW1hkgEScHJpdmF0ZV91bml2ZXJzaXR5qgE7EAEyHhABIhrA0_BTrb33PKqklmlIG-1hhloUku_3msEOWjIXEAIiE3VuaXZlcnNpZGFkIGRlIGxpbWHgAQA!16zL20vMDY5Nzhi?entry=ttu&g_ep=EgoyMDI1MDgwMy4wIKXMDSoASAFQAw%3D%3D",Universidad de Lima
ChZDSUhNMG9nS0VJQ0FnSURCeU5fZVFnEAE,Buena Universidad hay seguridad y limpieza,Hace 2 años,2023-08-07 09:33:32.510630,2025-08-06 09:33:32.510630,4,john rodas,72,"https://www.google.com/maps/place/Universidad+de+Lima/@-12.072067,-77.0307901,13z/data=!4m10!1m2!2m1!1suniversidad+de+lima!3m6!1s0x9105c7b2985b2f5d:0xc55a9050acb093fc!8m2!3d-12.0844624!4d-76.9713278!15sChN1bml2ZXJzaWRhZCBkZSBsaW1hkgEScHJpdmF0ZV91bml2ZXJzaXR5qgE7EAEyHhABIhrA0_BTrb33PKqklmlIG-1hhloUku_3msEOWjIXEAIiE3VuaXZlcnNpZGFkIGRlIGxpbWHgAQA!16zL20vMDY5Nzhi?entry=ttu&g_ep=EgoyMDI1MDgwMy4wIKXMDSoASAFQAw%3D%3D",Universidad de Lima
ChZDSUhNMG9nS0VJQ0FnSURCOExYdVhREAE,,Hace 2 años,2023-08-07 09:33:37.740723,2025-08-06 09:33:37.740723,5,jose guillen,0,"https://www.google.com/maps/place/Universidad+de+Lima/@-12.072067,-77.0307901,13z/data=!4m10!1m2!2m1!1suniversidad+de+lima!3m6!1s0x9105c7b2985b2f5d:0xc55a9050acb093fc!8m2!3d-12.0844624!4d-76.9713278!15sChN1bml2ZXJzaWRhZCBkZSBsaW1hkgEScHJpdmF0ZV91bml2ZXJzaXR5qgE7EAEyHhABIhrA0_BTrb33PKqklmlIG-1hhloUku_3msEOWjIXEAIiE3VuaXZlcnNpZGFkIGRlIGxpbWHgAQA!16zL20vMDY5Nzhi?entry=ttu&g_ep=EgoyMDI1MDgwMy4wIKXMDSoASAFQAw%3D%3D",Universidad de Lima
ChZDSUhNMG9nS0VJQ0FnSURCOExqQU5nEAE,,Hace 2 años,2023-08-07 09:33:37.741133,2025-08-06 09:33:37.741133,5,leonardo ledesma,71,"https://www.google.com/maps/place/Universidad+de+Lima/@-12.072067,-77.0307901,13z/data=!4m10!1m2!2m1!1suniversidad+de+lima!3m6!1s0x9105c7b2985b2f5d:0xc55a9050acb093fc!8m2!3d-12.0844624!4d-76.9713278!15sChN1bml2ZXJzaWRhZCBkZSBsaW1hkgEScHJpdmF0ZV91bml2ZXJzaXR5qgE7EAEyHhABIhrA0_BTrb33PKqklmlIG-1hhloUku_3msEOWjIXEAIiE3VuaXZlcnNpZGFkIGRlIGxpbWHgAQA!16zL20vMDY5Nzhi?entry=ttu&g_ep=EgoyMDI1MDgwMy4wIKXMDSoASAFQAw%3D%3D",Universidad de Lima
ChdDSUhNMG9nS0VJQ0FnSUQyb1pIc3F3RRAB,Excelente 😊 Alta calidad educativa y óptimos servicios al estudiante. La nueva Infraestructura es de primer nivel.…,Editado Hace 2 años,2023-08-07 09:33:37.741618,2025-08-06 09:33:37.741618,5,Ricardo Guadalupe,130,"https://www.google.com/maps/place/Universidad+de+Lima/@-12.072067,-77.0307901,13z/data=!4m10!1m2!2m1!1suniversidad+de+lima!3m6!1s0x9105c7b2985b2f5d:0xc55a9050acb093fc!8m2!3d-12.0844624!4d-76.9713278!15sChN1bml2ZXJzaWRhZCBkZSBsaW1hkgEScHJpdmF0ZV91bml2ZXJzaXR5qgE7EAEyHhABIhrA0_BTrb33PKqklmlIG-1hhloUku_3msEOWjIXEAIiE3VuaXZlcnNpZGFkIGRlIGxpbWHgAQA!16zL20vMDY5Nzhi?entry=ttu&g_ep=EgoyMDI1MDgwMy4wIKXMDSoASAFQAw%3D%3D",Universidad de Lima
ChdDSUhNMG9nS0VJQ0FnSUNCXzVlMnNnRRAB,,Hace 2 años,2023-08-07 09:33:37.742229,2025-08-06 09:33:37.742229,5,Carlos La Madrid,0,"https://www.google.com/maps/place/Universidad+de+Lima/@-12.072067,-77.0307901,13z/data=!4m10!1m2!2m1!1suniversidad+de+lima!3m6!1s0x9105c7b2985b2f5d:0xc55a9050acb093fc!8m2!3d-12.0844624!4d-76.9713278!15sChN1bml2ZXJzaWRhZCBkZSBsaW1hkgEScHJpdmF0ZV91bml2ZXJzaXR5qgE7EAEyHhABIhrA0_BTrb33PKqklmlIG-1hhloUku_3msEOWjIXEAIiE3VuaXZlcnNpZGFkIGRlIGxpbWHgAQA!16zL20vMDY5Nzhi?entry=ttu&g_ep=EgoyMDI1MDgwMy4wIKXMDSoASAFQAw%3D%3D",Universidad de Lima
ChZDSUhNMG9nS0VJQ0FnSUNCLS0zX0ZBEAE,Reparaciónes,Hace 2 años,2023-08-07 09:33:37.742888,2025-08-06 09:33:37.742888,5,Arturo Guillen Aquino,139,"https://www.google.com/maps/place/Universidad+de+Lima/@-12.072067,-77.0307901,13z/data=!4m10!1m2!2m1!1suniversidad+de+lima!3m6!1s0x9105c7b2985b2f5d:0xc55a9050acb093fc!8m2!3d-12.0844624!4d-76.9713278!15sChN1bml2ZXJzaWRhZCBkZSBsaW1hkgEScHJpdmF0ZV91bml2ZXJzaXR5qgE7EAEyHhABIhrA0_BTrb33PKqklmlIG-1hhloUku_3msEOWjIXEAIiE3VuaXZlcnNpZGFkIGRlIGxpbWHgAQA!16zL20vMDY5Nzhi?entry=ttu&g_ep=EgoyMDI1MDgwMy4wIKXMDSoASAFQAw%3D%3D",Universidad de Lima
ChdDSUhNMG9nS0VJQ0FnSUMteUtiRDBRRRAB,,Editado Hace 2 años,2023-08-07 09:33:37.743287,2025-08-06 09:33:37.743287,3,Hoover Roca Bustos,21,"https://www.google.com/maps/place/Universidad+de+Lima/@-12.072067,-77.0307901,13z/data=!4m10!1m2!2m1!1suniversidad+de+lima!3m6!1s0x9105c7b2985b2f5d:0xc55a9050acb093fc!8m2!3d-12.0844624!4d-76.9713278!15sChN1bml2ZXJzaWRhZCBkZSBsaW1hkgEScHJpdmF0ZV91bml2ZXJzaXR5qgE7EAEyHhABIhrA0_BTrb33PKqklmlIG-1hhloUku_3msEOWjIXEAIiE3VuaXZlcnNpZGFkIGRlIGxpbWHgAQA!16zL20vMDY5Nzhi?entry=ttu&g_ep=EgoyMDI1MDgwMy4wIKXMDSoASAFQAw%3D%3D",Universidad de Lima
ChdDSUhNMG9nS0VJQ0FnSUNCeG9fQ3RRRRAB,,Hace 2 años,2023-08-07 09:33:37.743736,2025-08-06 09:33:37.743736,5,Luis Enrique Moreno Fernanadez,0,"https://www.google.com/maps/place/Universidad+de+Lima/@-12.072067,-77.0307901,13z/data=!4m10!1m2!2m1!1suniversidad+de+lima!3m6!1s0x9105c7b2985b2f5d:0xc55a9050acb093fc!8m2!3d-12.0844624!4d-76.9713278!15sChN1bml2ZXJzaWRhZCBkZSBsaW1hkgEScHJpdmF0ZV91bml2ZXJzaXR5qgE7EAEyHhABIhrA0_BTrb33PKqklmlIG-1hhloUku_3msEOWjIXEAIiE3VuaXZlcnNpZGFkIGRlIGxpbWHgAQA!16zL20vMDY5Nzhi?entry=ttu&g_ep=EgoyMDI1MDgwMy4wIKXMDSoASAFQAw%3D%3D",Universidad de Lima
ChZDSUhNMG9nS0VJQ0FnSUNHdTVHbU9REAE,,Editado Hace 2 años,2023-08-07 09:33:37.744130,2025-08-06 09:33:37.744130,5,Leo Negreiros,0,"https://www.google.com/maps/place/Universidad+de+Lima/@-12.072067,-77.0307901,13z/data=!4m10!1m2!2m1!1suniversidad+de+lima!3m6!1s0x9105c7b2985b2f5d:0xc55a9050acb093fc!8m2!3d-12.0844624!4d-76.9713278!15sChN1bml2ZXJzaWRhZCBkZSBsaW1hkgEScHJpdmF0ZV91bml2ZXJzaXR5qgE7EAEyHhABIhrA0_BTrb33PKqklmlIG-1hhloUku_3msEOWjIXEAIiE3VuaXZlcnNpZGFkIGRlIGxpbWHgAQA!16zL20vMDY5Nzhi?entry=ttu&g_ep=EgoyMDI1MDgwMy4wIKXMDSoASAFQAw%3D%3D",Universidad de Lima
ChZDSUhNMG9nS0VJQ0FnSUNCM1BMaWRREAE,,Hace 2 años,2023-08-07 09:33:37.744521,2025-08-06 09:33:37.744521,5,Jheiner Perez Bautista,0,"https://www.google.com/maps/place/Universidad+de+Lima/@-12.072067,-77.0307901,13z/data=!4m10!1m2!2m1!1suniversidad+de+lima!3m6!1s0x9105c7b2985b2f5d:0xc55a9050acb093fc!8m2!3d-12.0844624!4d-76.9713278!15sChN1bml2ZXJzaWRhZCBkZSBsaW1hkgEScHJpdmF0ZV91bml2ZXJzaXR5qgE7EAEyHhABIhrA0_BTrb33PKqklmlIG-1hhloUku_3msEOWjIXEAIiE3VuaXZlcnNpZGFkIGRlIGxpbWHgAQA!16zL20vMDY5Nzhi?entry=ttu&g_ep=EgoyMDI1MDgwMy4wIKXMDSoASAFQAw%3D%3D",Universidad de Lima
ChdDSUhNMG9nS0VJQ0FnSUNCN0tYY3pnRRAB,"Muy buena universidad, se nota un alto nivel de gestión y organización.",Hace 2 años,2023-08-07 09:33:37.745142,2025-08-06 09:33:37.745142,5,Cesar Herminio Capillo Chavez,3,"https://www.google.com/maps/place/Universidad+de+Lima/@-12.072067,-77.0307901,13z/data=!4m10!1m2!2m1!1suniversidad+de+lima!3m6!1s0x9105c7b2985b2f5d:0xc55a9050acb093fc!8m2!3d-12.0844624!4d-76.9713278!15sChN1bml2ZXJzaWRhZCBkZSBsaW1hkgEScHJpdmF0ZV91bml2ZXJzaXR5qgE7EAEyHhABIhrA0_BTrb33PKqklmlIG-1hhloUku_3msEOWjIXEAIiE3VuaXZlcnNpZGFkIGRlIGxpbWHgAQA!16zL20vMDY5Nzhi?entry=ttu&g_ep=EgoyMDI1MDgwMy4wIKXMDSoASAFQAw%3D%3D",Universidad de Lima
ChZDSUhNMG9nS0VJQ0FnSUNCbE1xOU1nEAE,,Hace 2 años,2023-08-07 09:33:42.978076,2025-08-06 09:33:42.978076,5,Mari Cuchi,0,"https://www.google.com/maps/place/Universidad+de+Lima/@-12.072067,-77.0307901,13z/data=!4m10!1m2!2m1!1suniversidad+de+lima!3m6!1s0x9105c7b2985b2f5d:0xc55a9050acb093fc!8m2!3d-12.0844624!4d-76.9713278!15sChN1bml2ZXJzaWRhZCBkZSBsaW1hkgEScHJpdmF0ZV91bml2ZXJzaXR5qgE7EAEyHhABIhrA0_BTrb33PKqklmlIG-1hhloUku_3msEOWjIXEAIiE3VuaXZlcnNpZGFkIGRlIGxpbWHgAQA!16zL20vMDY5Nzhi?entry=ttu&g_ep=EgoyMDI1MDgwMy4wIKXMDSoASAFQAw%3D%3D",Universidad de Lima
ChdDSUhNMG9nS0VJQ0FnSUQtejZYd29RRRAB,Excelente.,Hace 2 años,2023-08-07 09:33:42.978494,2025-08-06 09:33:42.978494,5,Segundo Llanca,2,"https://www.google.com/maps/place/Universidad+de+Lima/@-12.072067,-77.0307901,13z/data=!4m10!1m2!2m1!1suniversidad+de+lima!3m6!1s0x9105c7b2985b2f5d:0xc55a9050acb093fc!8m2!3d-12.0844624!4d-76.9713278!15sChN1bml2ZXJzaWRhZCBkZSBsaW1hkgEScHJpdmF0ZV91bml2ZXJzaXR5qgE7EAEyHhABIhrA0_BTrb33PKqklmlIG-1hhloUku_3msEOWjIXEAIiE3VuaXZlcnNpZGFkIGRlIGxpbWHgAQA!16zL20vMDY5Nzhi?entry=ttu&g_ep=EgoyMDI1MDgwMy4wIKXMDSoASAFQAw%3D%3D",Universidad de Lima
ChdDSUhNMG9nS0VJQ0FnSUQtLTlxcDNBRRAB,,Hace 2 años,2023-08-07 09:33:42.978977,2025-08-06 09:33:42.978977,5,Josebeth Avila,1,"https://www.google.com/maps/place/Universidad+de+Lima/@-12.072067,-77.0307901,13z/data=!4m10!1m2!2m1!1suniversidad+de+lima!3m6!1s0x9105c7b2985b2f5d:0xc55a9050acb093fc!8m2!3d-12.0844624!4d-76.9713278!15sChN1bml2ZXJzaWRhZCBkZSBsaW1hkgEScHJpdmF0ZV91bml2ZXJzaXR5qgE7EAEyHhABIhrA0_BTrb33PKqklmlIG-1hhloUku_3msEOWjIXEAIiE3VuaXZlcnNpZGFkIGRlIGxpbWHgAQA!16zL20vMDY5Nzhi?entry=ttu&g_ep=EgoyMDI1MDgwMy4wIKXMDSoASAFQAw%3D%3D",Universidad de Lima
ChdDSUhNMG9nS0VJQ0FnSUQtNjc2QnlBRRAB,Es un lugar con hermosas áreas verdes y con edificios bien capacitados. Su arquitectura es buena.,Hace 2 años,2023-08-07 09:33:42.979393,2025-08-06 09:33:42.979393,5,#YoGiani,30,"https://www.google.com/maps/place/Universidad+de+Lima/@-12.072067,-77.0307901,13z/data=!4m10!1m2!2m1!1suniversidad+de+lima!3m6!1s0x9105c7b2985b2f5d:0xc55a9050acb093fc!8m2!3d-12.0844624!4d-76.9713278!15sChN1bml2ZXJzaWRhZCBkZSBsaW1hkgEScHJpdmF0ZV91bml2ZXJzaXR5qgE7EAEyHhABIhrA0_BTrb33PKqklmlIG-1hhloUku_3msEOWjIXEAIiE3VuaXZlcnNpZGFkIGRlIGxpbWHgAQA!16zL20vMDY5Nzhi?entry=ttu&g_ep=EgoyMDI1MDgwMy4wIKXMDSoASAFQAw%3D%3D",Universidad de Lima
ChZDSUhNMG9nS0VJQ0FnSUQtamYzd1R3EAE,,Hace 2 años,2023-08-07 09:33:42.980023,2025-08-06 09:33:42.980023,5,Juan Antonio Llagas Gallegos,21,"https://www.google.com/maps/place/Universidad+de+Lima/@-12.072067,-77.0307901,13z/data=!4m10!1m2!2m1!1suniversidad+de+lima!3m6!1s0x9105c7b2985b2f5d:0xc55a9050acb093fc!8m2!3d-12.0844624!4d-76.9713278!15sChN1bml2ZXJzaWRhZCBkZSBsaW1hkgEScHJpdmF0ZV91bml2ZXJzaXR5qgE7EAEyHhABIhrA0_BTrb33PKqklmlIG-1hhloUku_3msEOWjIXEAIiE3VuaXZlcnNpZGFkIGRlIGxpbWHgAQA!16zL20vMDY5Nzhi?entry=ttu&g_ep=EgoyMDI1MDgwMy4wIKXMDSoASAFQAw%3D%3D",Universidad de Lima
ChdDSUhNMG9nS0VJQ0FnSURnazdMd3JBRRAB,"La nueva Escuela de Arquitectura dará que hablar. Excelentes profesores, inmejorable infraestructura y alumnos creativos.",Editado Hace 2 años,2023-08-07 09:33:42.980649,2025-08-06 09:33:42.980649,5,IVAN YALAN,193,"https://www.google.com/maps/place/Universidad+de+Lima/@-12.072067,-77.0307901,13z/data=!4m10!1m2!2m1!1suniversidad+de+lima!3m6!1s0x9105c7b2985b2f5d:0xc55a9050acb093fc!8m2!3d-12.0844624!4d-76.9713278!15sChN1bml2ZXJzaWRhZCBkZSBsaW1hkgEScHJpdmF0ZV91bml2ZXJzaXR5qgE7EAEyHhABIhrA0_BTrb33PKqklmlIG-1hhloUku_3msEOWjIXEAIiE3VuaXZlcnNpZGFkIGRlIGxpbWHgAQA!16zL20vMDY5Nzhi?entry=ttu&g_ep=EgoyMDI1MDgwMy4wIKXMDSoASAFQAw%3D%3D",Universidad de Lima
ChdDSUhNMG9nS0VJQ0FnSUQtdGZYR3NBRRAB,¡Gran escuela con un hermoso campus!,Hace 2 años,2023-08-07 09:33:42.981281,2025-08-06 09:33:42.981281,5,Mario Inga,421,"https://www.google.com/maps/place/Universidad+de+Lima/@-12.072067,-77.0307901,13z/data=!4m10!1m2!2m1!1suniversidad+de+lima!3m6!1s0x9105c7b2985b2f5d:0xc55a9050acb093fc!8m2!3d-12.0844624!4d-76.9713278!15sChN1bml2ZXJzaWRhZCBkZSBsaW1hkgEScHJpdmF0ZV91bml2ZXJzaXR5qgE7EAEyHhABIhrA0_BTrb33PKqklmlIG-1hhloUku_3msEOWjIXEAIiE3VuaXZlcnNpZGFkIGRlIGxpbWHgAQA!16zL20vMDY5Nzhi?entry=ttu&g_ep=EgoyMDI1MDgwMy4wIKXMDSoASAFQAw%3D%3D",Universidad de Lima
ChdDSUhNMG9nS0VJQ0FnSUQtbWI2am5RRRAB,,Hace 2 años,2023-08-07 09:33:42.981737,2025-08-06 09:33:42.981737,4,Gianella Rojas Cavero,0,"https://www.google.com/maps/place/Universidad+de+Lima/@-12.072067,-77.0307901,13z/data=!4m10!1m2!2m1!1suniversidad+de+lima!3m6!1s0x9105c7b2985b2f5d:0xc55a9050acb093fc!8m2!3d-12.0844624!4d-76.9713278!15sChN1bml2ZXJzaWRhZCBkZSBsaW1hkgEScHJpdmF0ZV91bml2ZXJzaXR5qgE7EAEyHhABIhrA0_BTrb33PKqklmlIG-1hhloUku_3msEOWjIXEAIiE3VuaXZlcnNpZGFkIGRlIGxpbWHgAQA!16zL20vMDY5Nzhi?entry=ttu&g_ep=EgoyMDI1MDgwMy4wIKXMDSoASAFQAw%3D%3D",Universidad de Lima
ChZDSUhNMG9nS0VJQ0FnSUQtbWNyZlJnEAE,,Hace 2 años,2023-08-07 09:33:42.982124,2025-08-06 09:33:42.982124,5,Jorge M,6,"https://www.google.com/maps/place/Universidad+de+Lima/@-12.072067,-77.0307901,13z/data=!4m10!1m2!2m1!1suniversidad+de+lima!3m6!1s0x9105c7b2985b2f5d:0xc55a9050acb093fc!8m2!3d-12.0844624!4d-76.9713278!15sChN1bml2ZXJzaWRhZCBkZSBsaW1hkgEScHJpdmF0ZV91bml2ZXJzaXR5qgE7EAEyHhABIhrA0_BTrb33PKqklmlIG-1hhloUku_3msEOWjIXEAIiE3VuaXZlcnNpZGFkIGRlIGxpbWHgAQA!16zL20vMDY5Nzhi?entry=ttu&g_ep=EgoyMDI1MDgwMy4wIKXMDSoASAFQAw%3D%3D",Universidad de Lima
ChdDSUhNMG9nS0VJQ0FnSUQtNll6Qnp3RRAB,,Hace 2 años,2023-08-07 09:33:42.982514,2025-08-06 09:33:42.982514,5,Roxana Ramos D La Cruz,22,"https://www.google.com/maps/place/Universidad+de+Lima/@-12.072067,-77.0307901,13z/data=!4m10!1m2!2m1!1suniversidad+de+lima!3m6!1s0x9105c7b2985b2f5d:0xc55a9050acb093fc!8m2!3d-12.0844624!4d-76.9713278!15sChN1bml2ZXJzaWRhZCBkZSBsaW1hkgEScHJpdmF0ZV91bml2ZXJzaXR5qgE7EAEyHhABIhrA0_BTrb33PKqklmlIG-1hhloUku_3msEOWjIXEAIiE3VuaXZlcnNpZGFkIGRlIGxpbWHgAQA!16zL20vMDY5Nzhi?entry=ttu&g_ep=EgoyMDI1MDgwMy4wIKXMDSoASAFQAw%3D%3D",Universidad de Lima
ChdDSUhNMG9nS0VJQ0FnSUQteWVTbGlRRRAB,Mejor universidad ♥️,Hace 2 años,2023-08-07 09:33:48.233150,2025-08-06 09:33:48.233150,5,Jesus Sotomayor,25,"https://www.google.com/maps/place/Universidad+de+Lima/@-12.072067,-77.0307901,13z/data=!4m10!1m2!2m1!1suniversidad+de+lima!3m6!1s0x9105c7b2985b2f5d:0xc55a9050acb093fc!8m2!3d-12.0844624!4d-76.9713278!15sChN1bml2ZXJzaWRhZCBkZSBsaW1hkgEScHJpdmF0ZV91bml2ZXJzaXR5qgE7EAEyHhABIhrA0_BTrb33PKqklmlIG-1hhloUku_3msEOWjIXEAIiE3VuaXZlcnNpZGFkIGRlIGxpbWHgAQA!16zL20vMDY5Nzhi?entry=ttu&g_ep=EgoyMDI1MDgwMy4wIKXMDSoASAFQAw%3D%3D",Universidad de Lima
ChdDSUhNMG9nS0VJQ0FnSUQtOGVyOXFRRRAB,,Hace 2 años,2023-08-07 09:33:48.233576,2025-08-06 09:33:48.233576,5,Rodrigo Fuentes,46,"https://www.google.com/maps/place/Universidad+de+Lima/@-12.072067,-77.0307901,13z/data=!4m10!1m2!2m1!1suniversidad+de+lima!3m6!1s0x9105c7b2985b2f5d:0xc55a9050acb093fc!8m2!3d-12.0844624!4d-76.9713278!15sChN1bml2ZXJzaWRhZCBkZSBsaW1hkgEScHJpdmF0ZV91bml2ZXJzaXR5qgE7EAEyHhABIhrA0_BTrb33PKqklmlIG-1hhloUku_3msEOWjIXEAIiE3VuaXZlcnNpZGFkIGRlIGxpbWHgAQA!16zL20vMDY5Nzhi?entry=ttu&g_ep=EgoyMDI1MDgwMy4wIKXMDSoASAFQAw%3D%3D",Universidad de Lima
ChZDSUhNMG9nS0VJQ0FnSUQtOGZDYURnEAE,Está universidad es un ejemplo a seguir  su infraestructura es buena y de calidad como lo es toda la universidad en conjunto,Hace 2 años,2023-08-07 09:33:48.234067,2025-08-06 09:33:48.234067,5,Julio Corahua,0,"https://www.google.com/maps/place/Universidad+de+Lima/@-12.072067,-77.0307901,13z/data=!4m10!1m2!2m1!1suniversidad+de+lima!3m6!1s0x9105c7b2985b2f5d:0xc55a9050acb093fc!8m2!3d-12.0844624!4d-76.9713278!15sChN1bml2ZXJzaWRhZCBkZSBsaW1hkgEScHJpdmF0ZV91bml2ZXJzaXR5qgE7EAEyHhABIhrA0_BTrb33PKqklmlIG-1hhloUku_3msEOWjIXEAIiE3VuaXZlcnNpZGFkIGRlIGxpbWHgAQA!16zL20vMDY5Nzhi?entry=ttu&g_ep=EgoyMDI1MDgwMy4wIKXMDSoASAFQAw%3D%3D",Universidad de Lima
ChZDSUhNMG9nS0VJQ0FnSUQtc1pyOWZ3EAE,,Hace 2 años,2023-08-07 09:33:48.234525,2025-08-06 09:33:48.234525,5,Ing. Enrique Carbajal,109,"https://www.google.com/maps/place/Universidad+de+Lima/@-12.072067,-77.0307901,13z/data=!4m10!1m2!2m1!1suniversidad+de+lima!3m6!1s0x9105c7b2985b2f5d:0xc55a9050acb093fc!8m2!3d-12.0844624!4d-76.9713278!15sChN1bml2ZXJzaWRhZCBkZSBsaW1hkgEScHJpdmF0ZV91bml2ZXJzaXR5qgE7EAEyHhABIhrA0_BTrb33PKqklmlIG-1hhloUku_3msEOWjIXEAIiE3VuaXZlcnNpZGFkIGRlIGxpbWHgAQA!16zL20vMDY5Nzhi?entry=ttu&g_ep=EgoyMDI1MDgwMy4wIKXMDSoASAFQAw%3D%3D",Universidad de Lima
ChZDSUhNMG9nS0VJQ0FnSUQta1lDNUh3EAE,,Hace 2 años,2023-08-07 09:33:48.234915,2025-08-06 09:33:48.234915,5,Frank Marlon Guillermo Mesias Tasayco,1,"https://www.google.com/maps/place/Universidad+de+Lima/@-12.072067,-77.0307901,13z/data=!4m10!1m2!2m1!1suniversidad+de+lima!3m6!1s0x9105c7b2985b2f5d:0xc55a9050acb093fc!8m2!3d-12.0844624!4d-76.9713278!15sChN1bml2ZXJzaWRhZCBkZSBsaW1hkgEScHJpdmF0ZV91bml2ZXJzaXR5qgE7EAEyHhABIhrA0_BTrb33PKqklmlIG-1hhloUku_3msEOWjIXEAIiE3VuaXZlcnNpZGFkIGRlIGxpbWHgAQA!16zL20vMDY5Nzhi?entry=ttu&g_ep=EgoyMDI1MDgwMy4wIKXMDSoASAFQAw%3D%3D",Universidad de Lima
ChdDSUhNMG9nS0VJQ0FnSUQtNGNXNzZBRRAB,,Hace 2 años,2023-08-07 09:33:48.235289,2025-08-06 09:33:48.235289,5,Gianfranco Pittman,0,"https://www.google.com/maps/place/Universidad+de+Lima/@-12.072067,-77.0307901,13z/data=!4m10!1m2!2m1!1suniversidad+de+lima!3m6!1s0x9105c7b2985b2f5d:0xc55a9050acb093fc!8m2!3d-12.0844624!4d-76.9713278!15sChN1bml2ZXJzaWRhZCBkZSBsaW1hkgEScHJpdmF0ZV91bml2ZXJzaXR5qgE7EAEyHhABIhrA0_BTrb33PKqklmlIG-1hhloUku_3msEOWjIXEAIiE3VuaXZlcnNpZGFkIGRlIGxpbWHgAQA!16zL20vMDY5Nzhi?entry=ttu&g_ep=EgoyMDI1MDgwMy4wIKXMDSoASAFQAw%3D%3D",Universidad de Lima
ChdDSUhNMG9nS0VJQ0FnSUQtd2ZuVDdBRRAB,,Hace 2 años,2023-08-07 09:33:48.235757,2025-08-06 09:33:48.235757,5,Diego Alejandro Medico Salas,17,"https://www.google.com/maps/place/Universidad+de+Lima/@-12.072067,-77.0307901,13z/data=!4m10!1m2!2m1!1suniversidad+de+lima!3m6!1s0x9105c7b2985b2f5d:0xc55a9050acb093fc!8m2!3d-12.0844624!4d-76.9713278!15sChN1bml2ZXJzaWRhZCBkZSBsaW1hkgEScHJpdmF0ZV91bml2ZXJzaXR5qgE7EAEyHhABIhrA0_BTrb33PKqklmlIG-1hhloUku_3msEOWjIXEAIiE3VuaXZlcnNpZGFkIGRlIGxpbWHgAQA!16zL20vMDY5Nzhi?entry=ttu&g_ep=EgoyMDI1MDgwMy4wIKXMDSoASAFQAw%3D%3D",Universidad de Lima
ChZDSUhNMG9nS0VJQ0FnSUQtNXFXWlR3EAE,,Hace 2 años,2023-08-07 09:33:48.236141,2025-08-06 09:33:48.236141,5,Fernando A. Serna C.,2,"https://www.google.com/maps/place/Universidad+de+Lima/@-12.072067,-77.0307901,13z/data=!4m10!1m2!2m1!1suniversidad+de+lima!3m6!1s0x9105c7b2985b2f5d:0xc55a9050acb093fc!8m2!3d-12.0844624!4d-76.9713278!15sChN1bml2ZXJzaWRhZCBkZSBsaW1hkgEScHJpdmF0ZV91bml2ZXJzaXR5qgE7EAEyHhABIhrA0_BTrb33PKqklmlIG-1hhloUku_3msEOWjIXEAIiE3VuaXZlcnNpZGFkIGRlIGxpbWHgAQA!16zL20vMDY5Nzhi?entry=ttu&g_ep=EgoyMDI1MDgwMy4wIKXMDSoASAFQAw%3D%3D",Universidad de Lima
ChdDSUhNMG9nS0VJQ0FnSUQtcHB1cWdnRRAB,,Hace 2 años,2023-08-07 09:33:48.236634,2025-08-06 09:33:48.236634,4,Guido Durand Loaiza,0,"https://www.google.com/maps/place/Universidad+de+Lima/@-12.072067,-77.0307901,13z/data=!4m10!1m2!2m1!1suniversidad+de+lima!3m6!1s0x9105c7b2985b2f5d:0xc55a9050acb093fc!8m2!3d-12.0844624!4d-76.9713278!15sChN1bml2ZXJzaWRhZCBkZSBsaW1hkgEScHJpdmF0ZV91bml2ZXJzaXR5qgE7EAEyHhABIhrA0_BTrb33PKqklmlIG-1hhloUku_3msEOWjIXEAIiE3VuaXZlcnNpZGFkIGRlIGxpbWHgAQA!16zL20vMDY5Nzhi?entry=ttu&g_ep=EgoyMDI1MDgwMy4wIKXMDSoASAFQAw%3D%3D",Universidad de Lima
