review_text
Exxelente centro academico.
Una gran Universidad donde puedes encontrar excelentes profesores y excelente personal administrativo
Por que es una casa de estudios de primer lugar 3
Máximo apoyo a la enseñanza, post grado ESADE
Una buena universidad
Lindad cortinas
Limpio Ordenado y Seguro
Extraordinaria la obra, muy cómodas las instalaciones, buena atención
Optima
Pabellon H de la universidad del pacifico. Teatro de la UP. 6 sotanos de estacionamientos y acceso para personas en silla de ruedas.
Muy cara
Muy buena atención
Buena educación e infraestructura .
Excelente nivel educativo y moderna infraestructura
Moderna infraestructura
Excelente nivel educativo. La infraestructura es de primera.
Reserva Nacional San Fernando Marcona
Motorbuena aplicacion me sirve de.mucha ayuda para movilizarme más rápido felicitaciones
De acuerdo
Buena universidad.
Calidad de enseñanza en diplomados.
Una de las mejores universidades del peru
Muy buena universidad , es particular así que cuesta
Buena calidad de enseñanza docentes de alto nivel y experiencia, ofrecen conferencias libres para el público en general con interesantes temas que se recomienda anotar. Lo que deben mejorar es la puntualidad en su programación.
Una de las mejores
Una de las universidades top de este país, sus egresados ocupan cargos gerenciales en grandes empresas trasnacionales.
Buena Universidad pero le falta la formación en valores
Muy buena
Buenas charlas y eventos.
Una de las mejores universidades para estudiar la carrera de Economía en toda América Latina. Exigente y con una formación académica de primer nivel.
buenas flacas
La mejor universidad donde puedes estudiar ECONOMÍA en el Perú.
Profesores de alta calidad.
Top 5 en universidades en Lima
Moderno. Las exposiciones de arte siempre son muy interesantes.
Especialistas en economía y finanzas.
Buena plana docencia, los ambientes de postgrado son buenísimos
Bueno el estacionamiento.
Excelente Universidad
Excelente infrestructura! Desde hace muchos años una de las mejores en el Perú.
Es muy buena universidad
La mejor universidad de ciencias empresariales y económicas del país.
Excelente en Post Grado
La mejor universidad en ciencias empresariales.
Una de las mejores universidades del país
Es una universidad A1
Excelente universidad! En la carrera de derecho son los mejores
Es simplemente perfecto!!
Es una excelente universidad , he estado estudiando un tiempo ahí , y es muy buena , se las recomiendo 😎…
Buena universidad, es una de las más caras del país.
Gran referente en educación. Y desde su remodelación se ve muy bien.
Excelentes cursos y programas de post grado
Super buena , la mejor del país
Es muy buena pero carito
Buena universidad
Muy buena infrastructura
Es una universidad de excelente infraestructura, no he sido alumno de allí pero si he asistido a algunos eventos ocasionalmente, sus auditorios son comodísimos y ordenados en aspectos técnicos. Tiene mucho prestigio en las ciencias empresariales y es difícil de acceder para personas de  bajos y medianos recursos. Espero a futuro poder llevar una maestría MBA, su plana docente está genial.
Buen lugar de estudio 😏😏…
Lugar y respeto segurida
Mañana la conocere..:)
Pues por imagenes se ve muy bien aun no eh visitado sus instalaciones
mi mejor universidad  q estudie
Me consta q es buena universidad solo carito jjjj porque yo antes trabajaba cerkita a un restaurant
mi futura universidad :)
Mi futura universidad
Excelente!! La mejor !
Excelente universidad, zona tranquila, bunas instalaciones. Si fuera más grande sería mejor.
La mejor U en todo lo que enseña.
UP ♡ sacan lo mejor de ti.
(Y)
Buenaaaaa
Es la mejor en todo lo de negocios y empresarial😉😉😉…
Enfrente
De medio pelo
excelente aplicación
Me gusta
La mejor en economía
OK
ESTAMOS EN ASAMBLEA ESTUDIANTIL
Dictando clase
en la pacífico
En clases
Sacan lo mejor de ti. Exprimen tu potencial
Buena!!!
holi
Lo ma'ximo
La mejor
La mejor U
Universidad Alas Peruanas - Central
Es muy excelente
Esa universidad es una ratonera
Estudiando
Iniciando el Curso de Extensión Universitaria.
La mejor.
Excelente universidad. Orgullo peruano.
Excelente universidad de ciencias empresariales
Muy buen diplomado el de investigación de mercados
Sin par
Alma Mater, mejor universidad del país para la carrera de ingeniería industrial
Muy buena atención y la visita guiada efue entretenida.  🙌🏻🙌🏻…
Excelencia
Universidad con un buen prestigio. Posee una excelente infraestructura física y tecnología. Así mismo, posee una muy buena organización administrativa y de docentes. Los alumnos reciben buena enseñanza y tienen todo para poder ser grandes profesionales.
La mejor universidad!!! Tiene todo!
Principal universidad del país, con excelente nivel de enseñanza y servicios complementarios al estudiante que le dan categoría de calidad total del servicio
La mejor universidad sin duda, bien distribuido y los ambientes buenasos 🧡…
Centro Universitario muy moderno
No contestan las llamadas
Educación de vanguardia
Me sorprendió después de bastante tiempo en que no veo esta universidad, justo llegué cuando estaban preparando el terreno para los nuevos edificios. Ahora sobre la universidad actualmente, lo de siempre, infraestructura excelente, las guías, los espacios recreativos y la variedad de opciones que encuentras si quieres comer algo. Una de las más completas en los aspectos mencionados anteriormente, por no decir la mejor. Se siente como en otro lugar fuera de Perú vaya.
Buenas universidad, la mejor del Perú
Una buena universidad con grandes áreas verdes y cómodo tanto para relajarse y estudiar.
Vista de pasada, una de las universidades exigentes y de trayectoria.
Mal lugar
Excelente campus.
Porfavor hagan más áreas cerradas, en el invierno es un infierno estar en cualquiera de los edificios hechos ''para los alumnos'', porque todos se van a las áreas cerradas y ya no hay espacio para el resto; entiendo si son para cuando sea verano y para la ventilación, pero sé que deben haber mejores opciones que tener media universidad al aire libre
La vallejo tenia pizza hut y la pacifico estaba mas pituca. La san marcos va a tener tren.
Excelente opción si se tiene los recursos para estudiar aquí.
Tiene tantas flores cómo gente
La mejor experiencia universitaria. Una bolsa laboral amplia y muchas instalaciones y actividades extracurriculares.
Muy buena enseñanza e infraestructura
Mi alma mater, instalaciones completas
Es una universidad completa y ordenada
Cuenta con acceso vehicular
Cuando darán clases a distancia?? Hay personas que trabajamos y el tiempo para ir hasta allá no nos da. Las mejores universidades internacionales las dan y acá no dan ese paso siendo una buena universidad.
la mejor universidad de lima,en todo sentido,amo mi u
Tiene una infraestructura muy linda y moderna.
Un Clima muy fuerte
La mejor en administración
Excelente universidad con la mejor infraestructura educativa del Perú.
Excelente casa de estudios y mejor ambiente.
Buena atención en sus jornadas de capacitación y eventos académicos Gracias ULima
Excelente universidad e infraestructura . Si el alumno saca provecho de todas las herramientas que brinda está universidad definitivamente está ante una de las mejores del país.
Excelente infraestructura y el servicio educativo muy bueno.
Excelente universidad, super moderna ,ordenada y los mejores maestros al servicio de los futuros profesionales del Perú.
Yooooo
excelente ambiente
Sumamente agradable,personal que labora allí muy amable
Mejor universidad de Lima
La Universidad de Lima se erige como un bastión de la educación superior en Perú, destacándose no solo por su excelencia académica sino también por ser un epicentro de innovación y creatividad. Desde el momento en que uno pisa el campus, es evidente que la institución ha sido diseñada con el estudiante en mente, ofreciendo una infraestructura que no solo cumple con las necesidades básicas del proceso educativo, sino que lo eleva a un nivel superior.  Lo que hace verdaderamente especial a la Universidad de Lima es su atmósfera vibrante que inspira a aprender. Cada aula, laboratorio y espacio común ha sido pensado para fomentar la colaboración, el debate y el intercambio de ideas, elementos clave para el desarrollo de soluciones innovadoras a los problemas actuales. La tecnología de punta se integra de manera fluida en el proceso de aprendizaje, preparando a los estudiantes no solo para enfrentar los retos del presente sino también para adelantarse a los del futuro.  La UL se distingue por su comunidad apasionada y dedicada. Los profesores son reconocidos no solo por su excelencia académica sino también por su compromiso con la enseñanza y el desarrollo de sus estudiantes. Esta combinación de factores convierte un lugar donde realmente da gusto aprender, un espacio donde la curiosidad se nutre y los sueños se convierten en proyectos concretos.  Es un lugar único en el panorama educativo, un espacio donde la innovación es el día a día. Su compromiso con la excelencia y su infraestructura de primera clase hacen de ella una opción predilecta para aquellos que buscan no solo una educación superior, sino una experiencia transformadora.
La universidad más moderna y de alto prestigio en el Perú; también, mi alma mater🤍.…
¡La mejor universidad en comunicaciones! 📷🎬🎞️📽️🎙️…
Por Javier prado tarde noche lo toman los colectivos causando desorden y caos, policía brilla por su ausencia como siempre.
Muy buena universidad para el que si estudia y la sabe aprovechar
Bonita infraestructura y es una universidad de prestigio
Simplemente la mejor
Nunca contestan no sé porqué que ponen números que nadie atienden.
Rrk4irir
Una universidad bonita, con excelentes profesores, infraestructura, sistema de evaluación y actividades dentro de la universidad.
La mejor universidad del país UL 🧡…
Voy para mi segundo ciclo, muy buena
Asistí a una graduación y quiero felicitar a la organización, la seguridad y el equipo de apoyo que trabajaron ese día. Fueron personas empáticas y amables, y la institución cuenta con un complejo moderno y de alto nivel.
En términos de espacio, la Universidad es excelente. Tiene ambientes muy amplios, areas verdes. Es muy agradable pasar tu tiempo cuando tienes muchas opciones para aprender y disfrutar
Definitivamente es una buena universidad,   bastante amplio, bonito y hay de todo! Pero pésima organización para las graduaciones, el sótano colapso y no te dan ni un vaso de agua, en ese aspecto la calificación es pésimo. En todo lo demás le pongo un 19 de 20.
Se enfocaron en agregar tiendas de comida por las puras. Encima la atención en estas tiendas es pésima, los empleados de MrSushi ni siquiera tratan bien a los clientes. Me sirvieron comida, se les cayó en la mesa y la señora lo agarró con la mano y lo puso de nuevo en mi plato, estos empleados tienen las peores ganas para trabajar. Si van a poner tiendas al menos asegúrense de que sean empleados bien capacitados.
La mejor universidad del Perú!
Bien 👍…
Promocionar reseñas mediante estafas
Es una universidad fabulosa 👍👍…
Mejor para estudios superiores
¡Gran escuela con un hermoso campus!
Universidad de Niza
Es un ambiente agradable y buen ambiente.
Buen lugar para estudiar
Bonita universidad
Genial
buena universidad para la educacion
Gran cultura y ambiente.
Maravillosa universidad con una gran cantidad de cursos de ingeniería y tecnología disponibles.
Buen lugar para estudiar y desarrollarse en general....
Muy buena universidad en lima.  Ayuda a los estudiantes a convertirse en profesionales sólidos.  Felicitaciones a la universidad.
La Universidad de Lima es una institución privada ubicada en Lima. Ofrecen diversos títulos en ciencias, ingeniería y negocios. La institución alberga una institución de investigación que apoya los intereses de los profesores.
Buen campus para aprender.
Buen campus
Necesito una visita
Un gran campus. Buen lugar cultural e histórico.
Buen ambiente
Gran escuela con un campus maravilloso.
Gran universidad muy recomendable.
La mejor universidad para estudiar.  Es muy espacioso, encantador y maravilloso y te apetece pasar tiempo completo en él.
Buen lugar
¡¡Una de las mejores universidades que encontré en Perú!!
súper universidad
Excelente campus
Gran universidad con todo el buen personal e instalaciones.
Es una buena Universidad con excelente infraestructura y talento docente.
Gran universidad 👍🏻…
Una gran universidad con un campus increíble y muy buen sistema educativo.
Bonito lugar para estudiar
Una de las mejores universidades del Perú!!
el mejor campus de todos los tiempos
Buen pulgar hacia arriba
La Universidad de Lima se siente muy orgullosa
La universidad es buena. Tiene un campus muy bonito. La infraestructura general es excelente.
Bonita universidad 🙂…
Lugar perfecto para estudios.
Esta universidad es un gran lugar para estudiar y conseguí un lugar.
En un lugar sutil como Lima, esta es la cabecera y está llena de individuos enriquecidos.
Una gran universidad con un campus increíble, fue una excelente experiencia estar aquí,
Gran universidad con buenos profesores
Gran aprendizaje y futuro.
La institución alberga una institución de investigación que apoya los intereses de los profesores.
Buen lugar para seguir adelante con tu carrera.
impresionante universidad
Gran lugar
El mejor centro de aprendizaje
La mejor universidad con el mejor profesorado y un campus enorme
Una de las mejores universidades del Perú, grande, la gente es agradable, mejor que otras.
El mejor lugar para estudiar
El entorno de esta universidad es tan bello como lo vemos en las fotografías.
Una gran universidad con un campus increíble, fue una excelente experiencia estar aquí.
Universidad perfecta
Lo mejor para la investigación
La infraestructura educativa era buena.
Lugar perfecto para una educación fabulosa.
Lindo lugar
Bonita experiencia
Gran universidad privada con un hermoso campus.
Muy buena universidad.
Increíble campus y universidad ❤️
Excelente !!
Muy buena enseñanza y otorgan becas.
Buena universidad con altos estándares de educación.
Gran ambiente
Hermoso campus
Gran colegio con hermosos lugares.
El mejor lugar para dar forma a tu futuro. Profesorado impresionante y entorno maravilloso.
Una de las mejores universidades del Perú, grande, con gente amable, mejor que la UPC. La Universidad de Lima es una institución privada ubicada en Lima, Perú. Tiene una matrícula de más de 13 000 estudiantes. Ofrece diversas carreras en ciencias, ingeniería y negocios. La institución cuenta con un centro de investigación que apoya los intereses de los profesores.  ¡Una gran universidad con un campus hermoso!
Es una experiencia maravillosa
Increíble escuela increíble campus
Excelente universidad para el crecimiento profesional.
esta es muy buena universidad
Muy linda universidad
La universidad es educación es práctica y muy buenos profesores.
Increíble universidad con un hermoso campus
Dejémosle a otros ver qué es esto
Una gran universidad con un campus increíble, fue una excelente experiencia estar aquí, estoy seguro que estudiaré aquí el próximo año.
¡Un lugar increíble para visitar! Buen ambiente.
Increíble vida en el campus.
Universidad Fantastica....
Gran universidad.
muy muy bueno
Campus impresionante con buenos profesores.
Gran escuela
Bonito campus. Increíble 🤩…
Es agradable
Una de las mejores universidades, buenas facultades para carreras de ingeniería y administración.
Un entorno impresionante
muy lindo 👌👌👌…
Fantástico
Justo en el centro de la ciudad, Gran campus.
La Universidad de Lima es una de las mejores universidades de ingeniería.
Tiene una computadora realmente amplia con las últimas tecnologías para experimentar.
Centro de conocimiento. El mejor profesorado disponible.
Bonito campus
Ambiente y ambiente increíbles. Gran oportunidad y técnicas de aprendizaje.
Maravilloso
Gran universidad con un campus increíble
Es realmente un gran lugar para estudiar... aquí encontré un complejo grande, una opción de comida saludable y, lo más importante, la biblioteca de este campus es grande y el personal de la biblioteca es muy cooperativo.
La mejor universidad del peru mejor calidad de educación
¡Excelente lugar para continuar con su educación!
¡¡¡Universidad increíble!!!
Universidad del aprendizaje
muy buena universidad
Un gran espacio de aprendizaje
Hermoso campus para aprender mucho.
Buenas instalaciones disponibles aquí y el mejor estudio del mundo.
Lo mejor está por venir
Hermosa y muy buena universidad
El mejor ambiente y ambiente de su clase. La educación es muy buena.
Centro de aprendizaje
Campus muy bonito
Excelente facultad
Universidad de primer nivel
Maravilloso lugar y gran experiencia.
Mejor
la educación es excelente
Gran universidad con excelente infraestructura.
👍 bueno…
Excelente educación y buen profesorado.
El buen universo con buen conocimiento.😊…
Mejor experiencia
Aunque la vida en el campus sería genial, los estudiantes de último año son amigables y te ayudarán en todos los aspectos.
Muy bien😊…
Gran y enorme biblioteca que tienen.
Universidad con todas las comodidades y magníficas
Ofrecen diversos títulos en ciencias, ingeniería y negocios. La institución alberga una institución de investigación que apoya los intereses de los profesores.
Muy agradable muy grande y bastante seguridad
Linda universidad, me gusta su infraestructura.
Un ambiente de estudio que busca darles a los jóvenes un ambiente cálido. En dónde puedan disfrutar y encontrar sus talentos. Me encanta que tengan un enfoque global para hacerlos sentir como en casa.
Me encanta la infraestructura y arquitectura
Academia Nunca Más???
...sorprendió por las nuevas instalaciones de la universidad, muy modernas muy vanguardistas, el pabellon dónde yo estudié ingeniería industrial está completamente renovado con modernos laboratorios y espacios de esparcimientos la.unicersiada cuenta también con servicios de alimentación de marcas reconocidas en el Peru, un grato momento y muy feliz por cómo se ve ahora mi alma Mater.....
Universidad del Perú
Muy buenos cambios y mejoras en la infraestructura
Atento y tranquila la universidad
Majestuosa Universidad
Buena Universidad hay seguridad y limpieza
Excelente 😊 Alta calidad educativa y óptimos servicios al estudiante. La nueva Infraestructura es de primer nivel.…
Reparaciónes
Muy buena universidad, se nota un alto nivel de gestión y organización.
Excelente.
Es un lugar con hermosas áreas verdes y con edificios bien capacitados. Su arquitectura es buena.
La nueva Escuela de Arquitectura dará que hablar. Excelentes profesores, inmejorable infraestructura y alumnos creativos.
Mejor universidad ♥️
Está universidad es un ejemplo a seguir  su infraestructura es buena y de calidad como lo es toda la universidad en conjunto
Muy buena infraestructura
Accesible, elegante y muy cómodo el Auditorio O. Se respira un ambiente acogesor.
empanada 2
Muy buena universidad moderna y limpia
Excelente universidad ☺️☺️☺️
Ambiente cálido una experiencia única
Actualmente estoy atendiendo un diplomado de Mercado de Capitales que está siendo impartido por los mejores profesionales en el área de mercado de activos financieros e inversiones
Una ciudadela para los futuros profesionales
Una buena universidad con  buenas carreras e infraestructura. Agradable ambiente para los usuarios.
Universidad con espacio para el descanso de los alumnos, auditorios bonitos, pero sin areas verdes
Confortable
Parece un centro comercial
La mejor comunidad Universitaria
Lo máximo
Reabre sus puertas, con nueva infraestructura.
¡Es una experiencia maravillosa!
Muchos pitucos csmr >:v
Una de las mejores Universidades del Perú en dónde se tiene un alto nivel de educación e involucramiento con la realidad del país y los mercados locales e internacionales
👍…
Excelente Universidad de prestigio
Un ambiente muy agradable y sobre todo sus instalaciones A1
Educación de primera, infraestructura moderna.
Excelente centro de estudios superiores¡
Muy Buena universidad en la educación.
Una buena universidad de gran formación profesional!
Excelente 🧡🧡🧡🧡🧡, es amplia y tiene buenas instalaciones…
Muy bonito la ULIMA
Muy bonito lugar, agradable ambiente tranquilo
Excelente universidad ✨️ facultad de ingeniería industrial lo máximo...felicidades hijo 🙌…
No saquen bica
La mas linda
Maravilloso 😎🎵⚡🇵🇪🔥…
Excelente lugar y una Universidad de primer nivel
enfriar
Bueno.
Una universidad de primera
Me encantó las instalaciones de la universidad
🤗😍…
Ya se están dando las clases presenciales, y en los alrededores hay servicios conexos, que facilitan la labor de los estudiantes
El campus más moderno ecosostenible y enfocado en la comodidad
Visité por fin el campus mostrando mi carné de graduada. Hay espacios nuevos y otros en plena construcción. Va a quedar más lindo.
Mi U querida, solo quiero mi título y irme a República Dominicana
Una de las mejores universidades del Perú y Sudamérica
Muy bonita universidad
Excelente, todo muy bien cuidado. Todo el ambiente es muy bonito. Me encanta.
Super moderna y acogedora
Hermoso
La mejor universidad del Perú. Mi alma mater. Excelentes profesores, campus muy bien estructurado y moderno. Durante la pandemia nos ayudaron mucho en el tema económico. Son muy conscientes con sus alumnos. ¡Grande Ulima! 🧡…
En capacitación para clases híbridas
Es muy elegante la u de lima Participando en el proyecto innovación
Lugar de estudios superiores con una excelente y moderna infraestructura con espacios abiertos
Chévere...
La universidad de Lima, es una institución educativa que forma profesionales acorde a las exigencias del mundo actual y hoy está más linda que nunca..! Excelente!
El mejor centro de estudios universitarios y de postgrado
Nada mal
Bonito lugar
La universidad de lima, es una Universidad privada d Perú ubicada en la ciudad de lima. Fundada el 25/04/1962. Encantado de poder enseñar el curso de políticas comparadas de comercio exterior para la carrera de economía.
Gran infraestructura
Es una gran universidad, bien en la infraestructura y los pabellones siempre a la vanguardia
Un excelente lugar
Una de las mejores universidades de Lima
Solo paso por ese lugar en el omnibus
Muy buenas experiencias
Un placer comunicarme diariamente con chicos y chicos que hacen clic en los breves poemas que presento en Facebook semanalmente. Muchas personas, amigos, conocidos, aficionados a la poesía, peruanos la mayoría, gente en realidad que busca…
Excelente obra que se está realizando...
Están progresando. Existe una construcción en el lugar. Very Good
Muy comodo
Es muy bueno una obra que está en construcción para todos los peruanos jajaja
Buena en todo
Solo fui a votar y hubo cola tuve que esperar bastante porque una  de la mesa de votación se había ido al baño y demoro mucho...
Universidad de Lima , de las pocas buenas universidad 👍…
Lugar de estudios muy bueno en lo profesional
Estan cunstroindo una universidad moderno
Mi alma mater!!! ❤️🔥💪🏻💯…
Muy buena!!
Frío
Ví local muy funcional, ordenado y limpio. Fue mi centro de votación.
Elecciones 2021, Terrible realidad Nos han hecho hacer cola en la calle con sol y a la interperie. Muchos habían llegado a las 6, 7 de la mañana y han estado ingresando luego de casi dos horas.. no puede ser eso posible.. y era el grupo de Tercera edad.
Fui a votar. Todo muy organizado, me dejaron ingresar con bici hasta el pabellón. Todo impecable, los baños, las aulas, los jardines. Fui a las 8 am y a las 8:10 ya había votado y estaba regresando a casa
A1
Mi alma mater, extraordinaria universidad
Excelente..con nuevas instalaciones
Ahora tendrá, una nueva remodelacion, y mejores profecionales, para sus alumnos
Buena infraestructura, calidad de enseñanza
Ambientes agradables y seguros
Bonito
Excelentes instalaciones y ubicación
Han visto el simulador de pensiones? Pésimo
Como rico
Moxie (Xolo Maridueña) × Papaya (Angelina Hathaway) = Pontificia Universidad Católica del Perú (Universidad privada en Perú) @Sol y Luna (Nuestros Amados Hijos Son Estudiantes de Secundaria en Urubamba, Perú)
Realmente necesito hacer mi maestría aquí, con urgencia, pero no puedo pagarlo ahora😢…
Muy buena universidad, rodeada de áreas verdes. Además de que el campus es grande y con dos bibliotecas para que los chicos puedan ir a estudiar.
Gente que sabe
Muy bien señalizada
Estoy cansado jefe.
